Player,TotalRuns,BallsFaced,StrikeRate,Fours,Sixes,Matches,Innings,Fifties,Hundreds,AverageRun,RF_50s,RF_100s,UniqueOpponents,OpponentsList,Dismissals,DuckOuts,DuckOutPercentage,MostCommonPosition,AveragePosition,PositionConsistency,PositionRange,OpeningInnings,TopOrderInnings
AD Nath,90,98,91.84,7,2,10,10,0,0,9.0,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,10,1,10.0,6,5.6,30.0,3-7,0,1
SL Malinga,88,96,91.67,6,5,20,20,0,0,8.0,0.0,0.0,9,Chennai Super Kings|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore,11,4,36.36,9,9.5,60.0,8-11,0,0
Iqbal Abdulla,88,79,111.39,9,1,13,13,0,0,88.0,0.0,0.0,7,Chennai Super Kings|Delhi Daredevils|Gujarat Lions|Kochi Tuskers Kerala|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,1,1,100.0,8,8.85,38.46,7-11,0,0
Ankit Sharma,87,67,129.85,7,4,10,10,0,0,12.43,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Gujarat Lions|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,7,1,14.29,10,8.0,50.0,1-10,1,1
AP Majumdar,87,74,117.57,7,2,4,4,0,0,21.75,0.0,0.0,3,Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore,4,0,0.0,4,4.5,50.0,4-5,0,0
MJ McClenaghan,85,68,125.0,5,7,20,20,0,0,7.73,0.0,0.0,11,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,11,4,36.36,8,8.35,35.0,4-10,0,0
TA Boult,83,78,106.41,5,3,22,22,0,0,11.86,0.0,0.0,9,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Royal Challengers Bangalore|Sunrisers Hyderabad,7,2,28.57,9,9.14,36.36,8-11,0,0
RE Levi,83,69,120.29,10,4,6,6,1,0,13.83,0.167,0.0,5,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Pune Warriors|Rajasthan Royals,6,2,33.33,1,1.17,83.33,1-2,5,6
NM Coulter-Nile,82,71,115.49,7,4,16,16,0,0,8.2,0.0,0.0,10,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,10,0,0.0,8,8.19,56.25,7-9,0,0
CJ Jordan,81,74,109.46,3,3,12,12,0,0,9.0,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Sunrisers Hyderabad,9,1,11.11,8,7.92,50.0,7-10,0,0
LA Carseldine,81,67,120.9,11,0,5,5,0,0,27.0,0.0,0.0,4,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Royal Challengers Bangalore,3,0,0.0,3,4.0,60.0,3-6,0,3
WPUJC Vaas,81,71,114.08,2,3,11,11,0,0,11.57,0.0,0.0,5,Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore,7,2,28.57,8,8.0,72.73,6-9,0,0
Shahid Afridi,81,45,180.0,7,6,9,9,0,0,10.12,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,8,1,12.5,5,4.56,44.44,2-8,0,3
DL Chahar,80,57,140.35,2,6,12,12,0,0,11.43,0.0,0.0,7,Delhi Capitals|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,7,3,42.86,8,8.25,58.33,6-10,0,0
RV Patel,80,72,111.11,6,2,7,7,0,0,20.0,0.0,0.0,4,Chennai Super Kings|Gujarat Titans|Royal Challengers Bangalore|Sunrisers Hyderabad,4,0,0.0,6,6.71,42.86,5-8,0,0
AD Mascarenhas,79,77,102.6,5,1,11,11,0,0,8.78,0.0,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Royal Challengers Bangalore|Sunrisers Hyderabad,9,2,22.22,6,6.64,45.45,5-10,0,0
JR Philippe,78,76,102.63,9,1,5,5,0,0,19.5,0.0,0.0,4,Delhi Capitals|Kings XI Punjab|Mumbai Indians|Sunrisers Hyderabad,4,1,25.0,1,2.4,60.0,1-6,3,4
CR Woakes,78,77,101.3,7,2,12,12,0,0,15.6,0.0,0.0,8,Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,5,0,0.0,8,7.67,66.67,7-8,0,0
B Akhil,76,53,143.4,5,5,11,11,0,0,15.2,0.0,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals,5,2,40.0,7,7.36,81.82,7-10,0,0
IR Jaggi,76,95,80.0,6,0,7,7,0,0,15.2,0.0,0.0,5,Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Sunrisers Hyderabad,5,0,0.0,2,4.14,28.57,2-6,0,3
TR Birt,75,57,131.58,9,2,5,5,0,0,15.0,0.0,0.0,4,Deccan Chargers|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders,5,0,0.0,5,6.0,40.0,5-8,0,0
Mohammed Shami,74,77,96.1,6,2,23,23,0,0,5.69,0.0,0.0,11,Chennai Super Kings|Delhi Capitals|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Rising Pune Supergiants|Royal Challengers Bangalore|Sunrisers Hyderabad,13,4,30.77,9,9.35,60.87,8-11,0,0
M Klinger,73,76,96.05,9,0,4,4,0,0,18.25,0.0,0.0,3,Delhi Daredevils|Kolkata Knight Riders|Royal Challengers Bangalore,4,0,0.0,2,1.5,50.0,1-2,2,4
RR Sarwan,73,74,98.65,6,1,4,4,0,0,24.33,0.0,0.0,4,Chennai Super Kings|Deccan Chargers|Mumbai Indians|Royal Challengers Bangalore,3,0,0.0,5,3.5,25.0,2-5,0,2
PWH de Silva,72,73,98.63,7,1,14,14,0,0,7.2,0.0,0.0,7,Chennai Super Kings|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad,10,3,30.0,8,8.0,57.14,7-9,0,0
J Suchith,70,57,122.81,6,3,9,9,0,0,17.5,0.0,0.0,7,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,4,1,25.0,8,7.78,55.56,5-9,0,0
MJ Santner,70,69,101.45,4,3,11,11,0,0,11.67,0.0,0.0,6,Gujarat Titans|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru,6,1,16.67,8,7.0,27.27,2-9,0,2
Vivrant Sharma,69,45,153.33,9,2,1,1,1,0,69.0,1.0,0.0,1,Mumbai Indians,1,0,0.0,1,1.0,100.0,1-1,1,1
AA Bilakhia,69,82,84.15,5,0,7,7,0,0,13.8,0.0,0.0,4,Chennai Super Kings|Delhi Daredevils|Rajasthan Royals|Royal Challengers Bangalore,5,0,0.0,3,5.14,42.86,3-7,0,3
LH Ferguson,68,45,151.11,6,2,7,7,0,0,22.67,0.0,0.0,6,Chennai Super Kings|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Punjab Kings|Royal Challengers Bangalore,3,1,33.33,9,9.14,57.14,8-10,0,0
JJ Bumrah,68,77,88.31,5,1,26,26,0,0,11.33,0.0,0.0,13,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,6,4,66.67,10,9.96,46.15,8-11,0,0
RR Powar,67,63,106.35,6,1,9,9,0,0,33.5,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,2,1,50.0,9,9.22,77.78,9-10,0,0
R Sharma,66,72,91.67,5,3,19,19,0,0,6.0,0.0,0.0,8,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,11,7,63.64,9,9.26,36.84,8-11,0,0
HR Shokeen,66,63,104.76,9,0,5,5,0,0,22.0,0.0,0.0,3,Chennai Super Kings|Lucknow Super Giants|Royal Challengers Bangalore,3,0,0.0,6,7.6,40.0,6-9,0,0
M Jansen,66,62,106.45,5,2,12,12,0,0,9.43,0.0,0.0,7,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,7,2,28.57,8,7.75,83.33,6-8,0,0
WD Parnell,65,77,84.42,4,1,13,13,0,0,6.5,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals,10,0,0.0,8,7.38,61.54,2-9,0,1
KA Jamieson,65,51,127.45,5,3,7,7,0,0,21.67,0.0,0.0,5,Chennai Super Kings|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Sunrisers Hyderabad,3,0,0.0,8,7.71,57.14,6-9,0,0
GD Phillips,65,55,118.18,3,6,8,8,0,0,9.29,0.0,0.0,6,Chennai Super Kings|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,7,1,14.29,6,5.5,62.5,4-6,0,0
Mohammad Hafeez,64,79,81.01,7,2,8,8,0,0,9.14,0.0,0.0,6,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,7,0,0.0,6,4.12,37.5,1-6,1,3
Anirudh Singh,63,66,95.45,6,1,4,4,0,0,15.75,0.0,0.0,4,Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore,4,1,25.0,6,4.75,50.0,2-6,0,1
A Flintoff,62,50,124.0,5,2,3,3,0,0,31.0,0.0,0.0,3,Delhi Daredevils|Mumbai Indians|Royal Challengers Bangalore,2,0,0.0,5,4.67,66.67,4-5,0,0
SP Jackson,61,57,107.02,5,1,8,8,0,0,10.17,0.0,0.0,7,Chennai Super Kings|Delhi Daredevils|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,6,1,16.67,6,5.75,50.0,3-7,0,1
S Aravind,59,54,109.26,7,0,10,10,0,0,19.67,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Rising Pune Supergiant|Sunrisers Hyderabad,3,1,33.33,10,9.7,50.0,8-11,0,0
MG Bracewell,58,44,131.82,6,1,4,4,0,0,29.0,0.0,0.0,4,Gujarat Titans|Kolkata Knight Riders|Rajasthan Royals|Sunrisers Hyderabad,2,0,0.0,3,4.5,25.0,3-6,0,1
I Sharma,57,67,85.07,4,2,21,21,0,0,9.5,0.0,0.0,10,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Royal Challengers Bengaluru|Sunrisers Hyderabad,6,1,16.67,10,10.05,52.38,8-11,0,0
WA Mota,56,73,76.71,2,0,8,8,0,0,11.2,0.0,0.0,4,Chennai Super Kings|Deccan Chargers|Mumbai Indians|Rajasthan Royals,5,0,0.0,7,7.0,50.0,6-10,0,0
Vishnu Vinod,56,56,100.0,3,3,6,6,0,0,9.33,0.0,0.0,4,Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Lucknow Super Giants,6,0,0.0,6,4.5,50.0,2-6,0,2
M Rawat,55,66,83.33,4,1,11,11,0,0,11.0,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,5,1,20.0,9,7.73,54.55,2-9,0,1
Sandeep Sharma,54,68,79.41,4,0,25,25,0,0,10.8,0.0,0.0,11,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Lions|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,5,3,60.0,11,10.28,52.0,9-11,0,0
DJ Willey,53,60,88.33,7,0,5,5,0,0,26.5,0.0,0.0,2,Kolkata Knight Riders|Rajasthan Royals,2,1,50.0,9,7.6,40.0,4-11,0,0
A Chopra,53,70,75.71,7,0,6,6,0,0,10.6,0.0,0.0,5,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Royal Challengers Bangalore,5,0,0.0,2,3.33,33.33,1-7,1,4
RP Singh,52,71,73.24,2,1,28,28,0,0,3.71,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,14,4,28.57,10,9.57,35.71,7-11,0,0
Shoaib Malik,52,46,113.04,5,0,5,5,0,0,13.0,0.0,0.0,4,Chennai Super Kings|Kings XI Punjab|Mumbai Indians|Royal Challengers Bangalore,4,0,0.0,4,4.8,40.0,4-6,0,0
OF Smith,51,44,115.91,1,5,6,6,0,0,17.0,0.0,0.0,6,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,3,1,33.33,7,7.0,66.67,6-8,0,0
Sameer Rizvi,51,43,118.6,4,2,5,5,0,0,12.75,0.0,0.0,5,Delhi Capitals|Gujarat Titans|Lucknow Super Giants|Punjab Kings|Rajasthan Royals,4,1,25.0,6,6.0,60.0,5-7,0,0
Shivam Mavi,51,55,92.73,4,2,11,11,0,0,5.67,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Delhi Daredevils|Gujarat Titans|Lucknow Super Giants|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,9,3,33.33,8,8.73,36.36,7-10,0,0
Swapnil Singh,51,44,115.91,3,3,9,9,0,0,10.2,0.0,0.0,7,Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Punjab Kings|Rajasthan Royals|Rising Pune Supergiant|Sunrisers Hyderabad,5,2,40.0,8,8.0,66.67,7-10,0,0
KB Arun Karthik,51,46,110.87,4,1,8,8,0,0,10.2,0.0,0.0,7,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,5,1,20.0,7,6.62,62.5,6-7,0,0
R Rampaul,51,48,106.25,3,2,7,7,0,0,10.2,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals,5,3,60.0,6,7.57,28.57,6-9,0,0
VR Aaron,50,72,69.44,2,2,12,12,0,0,12.5,0.0,0.0,7,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,4,1,25.0,9,9.83,41.67,9-11,0,0
RV Gomez,50,48,104.17,5,1,9,9,0,0,10.0,0.0,0.0,7,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,5,3,60.0,7,6.56,77.78,4-7,0,0
AG Paunikar,49,57,85.96,9,0,5,5,0,0,9.8,0.0,0.0,4,Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Royal Challengers Bangalore,5,1,20.0,1,1.6,60.0,1-3,3,5
AS Yadav,49,37,132.43,5,2,6,6,0,0,9.8,0.0,0.0,5,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore,5,1,20.0,7,7.0,33.33,6-8,0,0
A Nortje,49,48,102.08,6,0,13,13,0,0,9.8,0.0,0.0,8,Chennai Super Kings|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,5,2,40.0,9,9.62,46.15,9-11,0,0
SB Bangar,49,55,89.09,1,3,7,7,0,0,8.17,0.0,0.0,5,Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore,6,0,0.0,7,6.86,57.14,6-8,0,0
T Kohler-Cadmore,48,53,90.57,7,1,3,3,0,0,16.0,0.0,0.0,3,Punjab Kings|Royal Challengers Bengaluru|Sunrisers Hyderabad,3,0,0.0,2,2.33,66.67,2-3,0,3
M Markande,48,38,126.32,5,1,10,10,0,0,16.0,0.0,0.0,8,Delhi Daredevils|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,3,0,0.0,9,9.6,50.0,9-11,0,0
Yashpal Singh,47,66,71.21,5,0,4,4,0,0,11.75,0.0,0.0,3,Delhi Daredevils|Mumbai Indians|Rajasthan Royals,4,0,0.0,5,5.0,50.0,3-7,0,1
DR Sams,44,44,100.0,1,3,13,13,0,0,4.89,0.0,0.0,9,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad,9,3,33.33,7,6.46,69.23,2-8,0,2
D Pretorius,44,28,157.14,3,3,5,5,0,0,11.0,0.0,0.0,4,Lucknow Super Giants|Mumbai Indians|Punjab Kings|Royal Challengers Bangalore,4,1,25.0,8,8.2,80.0,8-9,0,0
PVD Chameera,43,27,159.26,3,3,7,7,0,0,14.33,0.0,0.0,5,Gujarat Titans|Kolkata Knight Riders|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore,3,1,33.33,8,8.14,57.14,7-9,0,0
Sunny Singh,43,30,143.33,6,1,5,5,0,0,10.75,0.0,0.0,5,Chennai Super Kings|Delhi Daredevils|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,4,0,0.0,6,6.0,40.0,4-7,0,0
SK Trivedi,42,59,71.19,3,1,14,14,0,0,6.0,0.0,0.0,7,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,7,1,14.29,10,10.36,50.0,9-11,0,0
Azmatullah Omarzai,42,33,127.27,2,2,4,4,0,0,10.5,0.0,0.0,4,Chennai Super Kings|Delhi Capitals|Mumbai Indians|Punjab Kings,4,0,0.0,4,4.75,50.0,4-6,0,0
AB Barath,42,41,102.44,5,1,3,3,0,0,21.0,0.0,0.0,3,Deccan Chargers|Delhi Daredevils|Mumbai Indians,2,0,0.0,6,4.0,33.33,1-6,1,1
Avesh Khan,41,24,170.83,3,3,9,9,0,0,41.0,0.0,0.0,7,Delhi Capitals|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore,1,0,0.0,10,9.89,66.67,9-11,0,0
A Nehra,41,57,71.93,3,1,17,17,0,0,6.83,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,6,4,66.67,11,10.06,35.29,9-11,0,0
LPC Silva,40,24,166.67,5,1,3,3,0,0,20.0,0.0,0.0,3,Kings XI Punjab|Mumbai Indians|Royal Challengers Bangalore,2,1,50.0,5,4.67,66.67,4-5,0,0
Rasikh Salam,40,39,102.56,5,0,6,6,0,0,8.0,0.0,0.0,4,Delhi Capitals|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bengaluru,5,0,0.0,10,9.17,50.0,8-10,0,0
J Yadav,40,36,111.11,2,1,4,4,0,0,20.0,0.0,0.0,3,Delhi Capitals|Rising Pune Supergiants|Royal Challengers Bangalore,2,0,0.0,8,8.5,50.0,8-9,0,0
BR Dunk,40,33,121.21,7,0,3,3,0,0,13.33,0.0,0.0,3,Kings XI Punjab|Royal Challengers Bangalore|Sunrisers Hyderabad,3,0,0.0,1,1.0,100.0,1-1,3,3
AUK Pathan,39,23,169.57,5,2,7,7,0,0,7.8,0.0,0.0,5,Chennai Super Kings|Deccan Chargers|Kings XI Punjab|Kochi Tuskers Kerala|Mumbai Indians,5,2,40.0,6,5.0,42.86,3-6,0,1
Umar Gul,39,17,229.41,1,5,4,4,0,0,13.0,0.0,0.0,3,Kings XI Punjab|Rajasthan Royals|Royal Challengers Bangalore,3,0,0.0,9,8.75,75.0,8-9,0,0
MM Patel,39,40,97.5,5,0,12,12,0,0,7.8,0.0,0.0,9,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Royal Challengers Bangalore|Sunrisers Hyderabad,5,4,80.0,11,10.33,50.0,9-11,0,0
DJ Thornely,39,49,79.59,2,2,4,4,0,0,13.0,0.0,0.0,4,Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Royal Challengers Bangalore,3,1,33.33,3,3.25,75.0,3-4,0,3
S Nadeem,39,85,45.88,2,0,20,20,0,0,2.79,0.0,0.0,9,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,14,6,42.86,8,9.2,30.0,8-11,0,0
S Narwal,37,27,137.04,6,0,4,4,0,0,12.33,0.0,0.0,3,Chennai Super Kings|Delhi Daredevils|Royal Challengers Bangalore,3,1,33.33,7,7.75,50.0,7-9,0,0
YS Chahal,37,84,44.05,0,0,17,17,0,0,6.17,0.0,0.0,9,Chennai Super Kings|Delhi Capitals|Gujarat Lions|Gujarat Titans|Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals|Rising Pune Supergiant|Sunrisers Hyderabad,6,1,16.67,11,10.53,64.71,9-11,0,0
KW Richardson,36,39,92.31,2,1,4,4,0,0,12.0,0.0,0.0,3,Chennai Super Kings|Mumbai Indians|Sunrisers Hyderabad,3,0,0.0,8,7.75,50.0,6-9,0,0
Sohail Tanvir,36,29,124.14,3,1,5,5,0,0,12.0,0.0,0.0,4,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians,3,0,0.0,8,6.2,40.0,3-9,0,2
AN Ahmed,36,25,144.0,4,1,6,6,0,0,36.0,0.0,0.0,5,Chennai Super Kings|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,1,0,0.0,9,9.0,50.0,7-10,0,0
Anureet Singh,36,43,83.72,2,1,8,8,0,0,9.0,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,4,2,50.0,9,9.5,37.5,8-11,0,0
Joginder Sharma,36,30,120.0,1,2,5,5,0,0,9.0,0.0,0.0,4,Deccan Chargers|Delhi Daredevils|Mumbai Indians|Rajasthan Royals,4,2,50.0,8,8.4,60.0,8-9,0,0
L Balaji,36,46,78.26,2,1,13,13,0,0,5.14,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kochi Tuskers Kerala|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,7,4,57.14,9,9.54,61.54,9-11,0,0
M Ashwin,35,50,70.0,2,1,12,12,0,0,4.38,0.0,0.0,8,Chennai Super Kings|Delhi Capitals|Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,8,2,25.0,8,8.5,50.0,7-10,0,0
A Kumble,35,45,77.78,3,0,15,15,0,0,17.5,0.0,0.0,6,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals,2,0,0.0,10,10.33,53.33,9-11,0,0
B Sumanth,35,37,94.59,3,0,4,4,0,0,35.0,0.0,0.0,4,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Royal Challengers Bangalore,1,0,0.0,7,7.25,75.0,7-8,0,0
L Ronchi,34,34,100.0,6,1,5,5,0,0,11.33,0.0,0.0,5,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Royal Challengers Bangalore,3,1,33.33,1,1.0,100.0,1-1,5,5
S Sreesanth,34,50,68.0,6,0,12,12,0,0,11.33,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kolkata Knight Riders|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,3,3,100.0,10,9.67,75.0,8-10,0,0
A Mithun,34,24,141.67,4,1,6,6,0,0,6.8,0.0,0.0,4,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders,5,1,20.0,9,8.5,50.0,8-9,0,0
AP Dole,34,22,154.55,3,1,2,2,0,0,17.0,0.0,0.0,2,Deccan Chargers|Mumbai Indians,2,0,0.0,10,9.5,50.0,9-10,0,0
SB Dubey,33,19,173.68,3,2,3,3,0,0,16.5,0.0,0.0,3,Chennai Super Kings|Delhi Capitals|Mumbai Indians,2,1,50.0,6,5.67,66.67,5-6,0,0
Navdeep Saini,33,36,91.67,3,0,7,7,0,0,8.25,0.0,0.0,6,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,4,0,0.0,8,8.43,57.14,8-9,0,0
Imran Tahir,33,36,91.67,5,0,8,8,0,0,8.25,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore,4,0,0.0,10,10.12,62.5,9-11,0,0
D Salunkhe,33,24,137.5,5,0,3,3,0,0,33.0,0.0,0.0,3,Deccan Chargers|Delhi Daredevils|Kings XI Punjab,1,0,0.0,8,8.0,100.0,8-8,0,0
Basil Thampi,32,33,96.97,1,1,7,7,0,0,32.0,0.0,0.0,6,Delhi Capitals|Kings XI Punjab|Mumbai Indians|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,1,0,0.0,9,9.29,71.43,9-10,0,0
Ravi Bishnoi,32,49,65.31,2,0,14,14,0,0,4.57,0.0,0.0,7,Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Royal Challengers Bangalore|Sunrisers Hyderabad,7,1,14.29,8,9.0,35.71,8-10,0,0
